id,title,release_date,origin_country,original_language,runtime,vote_average,vote_count,popularity,genre_ids,production_company_ids
337087,People Meet and Sweet Music Fills the Heart,1967-11-24,['DK'],da,95,5.0,7,0.2876,[18],"[1728, 51879, 235]"
46699,Nyhavns glade gutter,1967-11-24,['DK'],da,103,5.5,5,1.2688,"[35, 10751]",[4294]
41432,Me and My Kid Brother,1967-12-15,['DK'],da,95,4.8,6,0.5609,[35],[3676]
54596,Life with Daddy,1967-12-26,['DK'],da,109,6.2,6,5.7423,[35],[2379]
1248944,Report,1968-01-01,['DK'],da,10,0.0,0,0.0214,[],"[118, 46509]"
1177938,The Saints,1968-01-01,['DK'],da,4,0.0,0,0.0453,[16],"[46509, 118, 154381]"
1177933,Psychedille,1968-01-01,['DK'],da,4,0.0,0,0.0928,[16],"[118, 154381, 46509]"
1171890,Good Morning,1968-01-01,['DK'],da,5,0.0,0,0.8182,[16],"[46509, 118]"
1171880,The Ladder,1968-01-01,['DK'],da,8,0.0,0,0.0673,[16],"[46509, 118, 154381]"
1171871,Break-up,1968-01-01,['DK'],da,6,0.0,0,0.0521,[16],"[46509, 118]"
1154183,Selvportræt,1968-01-01,['DK'],da,2,0.0,0,0.0,[],[]
1154167,Red and White,1968-01-01,['DK'],da,2,0.0,0,0.0071,[99],"[204475, 154381, 204476]"
1151395,Mao-film,1968-01-01,['DK'],da,23,0.0,0,0.0379,[99],[]
1436311,Snemanden,1968-02-18,['DK'],da,0,0.0,0,0.3222,[],[47435]
776876,They All Do It,1968-02-19,['DK'],da,81,5.0,1,0.1685,[35],[235]
286438,Farvel Thomas,1968-02-25,['DK'],da,0,0.0,0,0.7888,[18],[42155]
156961,"I, a Woman Part II",1968-03-22,['DK'],da,88,4.7,7,0.5852,"[18, 10749]",[47114]
286506,I den grønne skov,1968-03-29,['DK'],da,0,10.0,1,1.6249,[35],[235]
1436749,En nat i august,1968-04-19,['DK'],da,0,0.0,0,0.2678,[],[140524]
1437291,The Stolen Feast,1968-05-31,['DK'],da,28,0.0,0,0.5671,[35],[220193]
198672,Doctor Glas,1968-06-12,['DK'],da,83,6.3,11,2.3896,[18],[24737]
43681,The Perfect Human,1968-06-14,['DK'],da,13,6.637,51,0.2379,[18],[24737]
357368,Jeg elsker blåt,1968-06-21,['DK'],da,83,5.3,3,0.2617,"[10749, 18]",[12530]
187846,Det var en lørdag aften,1968-06-27,['DK'],da,0,6.5,2,0.1228,"[35, 10751]",[235]
1351110,Nathalie Krebs - Saxbo stoneware,1968-06-28,['DK'],da,13,0.0,0,0.0143,[99],[]
53020,What a Pity About Daddy,1968-07-19,['DK'],da,83,5.5,6,2.4883,"[35, 10751]",[20722]
367586,Sex and the Law,1968-07-28,['DK'],da,91,5.0,6,1.6336,[99],[13319]
550069,A Strange Love,1968-08-19,['DK'],da,67,0.0,0,0.0389,"[18, 10749]",[]
33945,Friends at Arms: On a Bear Run,1968-08-23,['DK'],da,92,4.7,7,0.9349,[35],[4294]
76321,Without a Stitch,1968-09-02,['DK'],da,89,5.0,21,1.0812,"[35, 18]",[2379]
724581,Driving in the Night,1968-09-09,['DK'],da,27,0.0,0,0.2212,[27],[24737]
73254,Me and My Kid Brother and the Smugglers,1968-09-12,['DK'],da,106,6.0,4,0.6527,[35],[47609]
18567,Magic in Town,1968-10-11,['DK'],da,95,6.2,6,1.4393,"[10751, 35]",[12530]
11389,The Olsen Gang,1968-10-11,['DK'],da,80,7.027,56,3.5681,"[10751, 35, 80]",[235]
375096,Min bedstefar er en stok,1968-10-14,['DK'],da,40,9.0,1,0.1428,[10751],[13372]
885721,Days in My Father's House,1968-11-11,['DK'],da,0,0.0,0,0.7633,"[18, 10749]","[3676, 162733]"
41431,The Veterinarian's Adopted Children,1968-11-29,['DK'],da,108,6.5,11,2.5137,"[10751, 35]",[4294]
1436232,Trommen,1968-12-04,['DK'],da,0,0.0,0,0.1844,[],[24737]
161925,The Red Horses,1968-12-16,['DK'],da,0,7.5,2,1.5353,[18],[3676]
852690,Woyzeck,1968-12-17,['DK'],da,0,0.0,0,0.8431,"[18, 10770]",[119]
207762,Stormvarsel,1968-12-24,['DK'],da,0,4.2,4,1.6629,[18],[2379]
423186,Flagermusen,1968-12-26,['DK'],da,0,7.0,1,1.5564,[],[119]
1513737,Öland and Gotland,1969-01-01,['DK'],da,42,0.0,0,0.08,[99],[]
1308739,Rødovrefilmen,1969-01-01,['DK'],da,10,0.0,0,0.136,[],[118]
1177943,The Drop of Water,1969-01-01,['DK'],da,7,0.0,0,0.0143,[16],"[118, 46509, 154381]"
1175014,Multitudes,1969-01-01,['DK'],da,7,0.0,0,0.0,[16],"[46509, 118, 154381]"
1175011,The Echo of Someone's Voice,1969-01-01,['DK'],da,6,0.0,0,0.2212,[],"[46509, 118]"
1171901,Candy,1969-01-01,['DK'],da,9,0.0,0,0.1814,[35],"[118, 154381, 46509]"
1154186,TA' Box,1969-01-01,['DK'],da,8,0.0,0,0.0261,[99],[]
1151406,The Girl with the Green Dress (The Female Christ I),1969-01-01,['DK'],da,10,0.0,0,0.0327,[99],[]
1151403,The Lord of the Flies,1969-01-01,['DK'],da,12,0.0,0,0.0071,[99],[]
1151402,Festival 200,1969-01-01,['DK'],da,13,0.0,0,0.0404,[99],[]
1151400,Fargo. Slump I film,1969-01-01,['DK'],da,30,0.0,0,1.5618,[99],[]
1150500,Krag-filmen,1969-01-01,['DK'],da,16,0.0,0,1.8778,[99],[118]
888897,Revolution,1969-01-01,['DK'],da,0,0.0,0,0.0,[],[]
708535,Gitte i april,1969-01-01,['DK'],da,0,6.0,1,0.9524,[],[68380]
707708,Life is a Circus,1969-01-01,['DK'],da,11,6.5,2,0.1352,[99],[47143]
532688,Clandestine Summer,1969-01-09,['DK'],da,165,0.0,0,0.3075,"[18, 35]","[260345, 171115]"
308889,Mig og dig,1969-02-17,"['DK', 'SE']",da,0,5.0,3,0.8015,[35],"[4294, 7906]"
456631,Stine and the boys,1969-02-21,['DK'],da,0,5.7,3,0.5414,[18],[235]
358177,Kys til højre og venstre,1969-03-13,['DK'],da,0,5.0,4,0.5864,[18],[24737]
56883,Think of a Number,1969-03-28,['DK'],da,102,6.1,7,0.1523,"[18, 80]",[235]
243106,The Ballad of Carl-Henning,1969-04-07,['DK'],da,85,6.6,5,0.6631,[18],[3676]
81587,Along Came a Soldier,1969-04-07,['DK'],da,98,4.5,4,0.9253,"[18, 10749, 80]",[47114]
356853,Black-out,1969-04-11,['DK'],da,75,6.5,2,0.6991,[18],[9162]
56846,Midt i en jazztid,1969-04-21,['DK'],da,0,4.9,8,0.927,"[10751, 35]",[12530]
395931,"Goodbye, I'm Kurt",1969-05-03,"['DK', 'US']",da,77,6.0,1,0.4035,"[18, 10751]",[119]
96148,The Man Who Thought Life,1969-05-09,['DK'],da,93,6.4,18,0.5153,"[27, 878]","[29587, 2379]"
1151410,The Expulsion from the Temple/Female Christ,1969-05-29,['DK'],da,1,0.0,0,0.0286,[99],[]
262639,Helle for Lykke,1969-06-27,['DK'],da,0,4.7,3,0.9232,[35],[12530]
194986,We Are All Demons,1969-06-27,['DK'],da,102,5.5,4,4.6655,[18],[235]
423107,En nat i Venedig,1969-07-10,['DK'],da,0,0.0,0,1.1486,[10770],"[9138, 119]"
265417,Sally the Pirate,1969-07-17,['DK'],da,0,0.0,0,0.0143,[],[]
56870,Fun in the Streets,1969-08-01,['DK'],da,88,6.4,6,2.7033,[35],[4294]
120628,Busybody,1969-08-25,['DK'],da,94,6.8,4,0.453,[80],[24737]
160055,Relations: The Love Story from Denmark,1969-09-12,['DK'],da,94,5.0,6,2.0572,[18],"[51549, 3676]"
46723,The Egborg Girl,1969-09-12,['DK'],da,97,6.6,5,1.482,"[35, 10749]",[4294]
187194,Ladies Man,1969-09-27,['DK'],da,75,6.5,2,1.0174,[35],[2379]
12231,The Olsen Gang in a Fix,1969-10-03,['DK'],da,111,6.569,51,3.7274,"[10751, 35, 80]",[235]
783587,Sonja på Bornholm,1969-10-11,['DK'],da,0,0.0,0,1.6975,[10751],[119]
1436234,Toppen og bolden,1969-10-13,['DK'],da,0,0.0,0,0.925,[16],[55867]
52607,Five and the Spies,1969-10-13,['DK'],da,69,6.2,6,0.1778,"[80, 18, 10751]",[20722]
37551,Ta' lidt solskin,1969-10-17,['DK'],da,0,5.2,4,1.4344,[35],[12530]
1512787,On the Track of the Bog People,1969-10-22,['DK'],da,35,0.0,0,0.044,[99],[24737]
394225,The Mad Dane,1969-11-17,['DK'],da,76,0.0,0,1.2093,"[18, 35]",[3676]
206824,Sonjas Jul,1969-12-10,['DK'],da,0,0.0,0,1.0029,"[18, 10751]",[]
73253,Me and My Kid Brother and Doggie,1969-12-12,['DK'],da,86,5.5,4,0.7982,[35],[47609]
414988,"Smile, Emil",1969-12-26,['DK'],da,94,10.0,1,0.0478,[18],[3676]
1247954,Love,1970-01-01,['DK'],da,6,0.0,0,0.6966,[],"[46509, 118]"
1236194,Quarter of an Hour,1970-01-01,['DK'],da,14,0.0,0,0.0071,[],"[118, 46509]"
1177945,Orfeus & Julie,1970-01-01,['DK'],da,7,0.0,0,0.0724,[16],"[118, 46509, 154381]"
1151408,The Horse Sacrifice,1970-01-01,['DK'],da,18,0.0,0,0.0788,[99],[]
990463,Skibet/Hativah,1970-01-01,['DK'],da,0,0.0,0,0.0143,[99],[228666]
802409,Frændeløs,1970-01-01,['DK'],da,63,6.0,1,0.0841,[],[]
389500,The Deer Garden: The Romantic Forest,1970-01-01,['DK'],da,39,5.8,5,0.0506,[99],[24737]
214384,"I, a Woman Part III: The Daughter",1970-02-09,['DK'],da,83,5.3,6,1.4024,[18],[47114]
1436764,Konen med æggene,1970-02-19,['DK'],da,0,0.0,0,0.0677,[16],[115439]
57267,The Song of the Red Ruby,1970-03-02,['DK'],da,107,4.8,4,2.6178,"[10749, 18, 35]",[2379]
379368,Ska' vi lege skjul?,1970-03-23,"['DK', 'NO']",da,73,5.0,3,0.0865,[18],[235]
261272,Why Try to Escape from That Which You Know You Can't Escape From? Because You Are a Coward,1970-03-26,['DK'],da,8,4.9,24,0.0533,"[9648, 27]",[]
1373000,A Life's Work – Carl Th. Dreyer's Jesus Film,1970-03-27,['DK'],da,42,0.0,0,0.1275,[99],"[242117, 119]"
405897,Bella,1970-04-15,['DK'],da,0,0.0,0,2.5783,[],[42155]
140197,Give God A Chance On Sunday,1970-04-22,['DK'],da,94,7.5,2,0.7538,[35],[3676]
62759,Quiet Days in Clichy,1970-06-01,['DK'],da,80,4.4,32,0.4671,"[35, 18]","[56994, 56995]"
252737,Ang. Lone,1970-06-29,['DK'],da,97,5.5,6,0.8286,[18],[14793]
183990,Amour,1970-08-06,['DK'],da,94,5.5,2,1.1893,"[18, 10749]","[62020, 13319]"
56858,The Key to Paradise,1970-08-24,['DK'],da,81,5.0,5,0.1903,"[10751, 35, 14]",[29587]
24943,Bedroom Mazurka,1970-08-30,['DK'],da,92,4.9,15,0.747,[35],[2379]
46721,Tough Guys of the Prairie,1970-08-31,['DK'],da,99,5.1,7,2.0318,"[35, 37]",[4294]
394827,Et godt liv,1970-09-21,['DK'],da,68,0.0,0,1.2225,"[18, 10770]",[42155]
491993,Havet og menneskene,1970-09-28,['DK'],da,0,0.0,0,0.175,[35],[98352]
30256,"Svend, Knud og Valdemar",1970-10-03,['DK'],da,0,0.0,0,0.2109,"[10770, 35]","[171115, 224817]"
1179965,Værelset,1970-10-06,['DK'],da,0,0.0,0,0.2855,[18],[119]
107301,Revolution My A..,1970-10-09,['DK'],da,90,6.3,5,0.1479,[35],[235]
52606,Famous Five Get in Trouble,1970-10-16,"['DE', 'DK']",da,90,4.8,5,0.4917,"[80, 18, 10751]","[47, 20722]"
498332,Tintomara,1970-11-18,"['DK', 'SE']",da,109,0.0,0,1.458,[18],[51549]
33939,Hooray for the Blue Hussars,1970-11-20,['DK'],da,100,6.1,8,2.3219,"[35, 10749]",[12530]
751299,Hej Stine!,1970-12-16,['DK'],da,0,0.0,0,0.0,"[10751, 18]",[]
256115,Og så er der bal bagefter,1970-12-18,['DK'],da,100,10.0,1,0.2445,"[35, 10751]",[47114]
101162,The Liar,1970-12-18,['DK'],da,107,6.7,3,0.2053,"[80, 18]","[235, 8658]"
431602,The Search,1970-12-24,['DK'],da,36,5.0,3,0.1266,[99],[]
1538957,H.M.S. Pinafore,1970-12-26,['DK'],da,98,0.0,0,2.2062,"[10402, 35, 10770]",[119]
1397389,Prostitution: The Call Girl,1971-01-01,['DK'],da,6,0.0,0,0.0327,[],[]
1360136,Circleen - The escape from America,1971-01-01,['DK'],da,13,0.0,0,1.0336,[],[]
1247965,Inside,1971-01-01,['DK'],da,17,0.0,0,0.0549,[],"[46509, 118]"
1247963,Now,1971-01-01,['DK'],da,7,0.0,0,0.0071,[],"[46509, 8152]"
1179536,Den fine mand,1971-01-01,['DK'],da,0,0.0,0,0.0647,[18],[119]
1154177,Falling Water,1971-01-01,['DK'],da,10,0.0,0,0.0071,[99],[165917]
1151407,Diary Films I - V,1971-01-01,['DK'],da,75,0.0,0,1.3804,[99],[]
497663,The Sleeping Beauty,1971-01-01,['DK'],da,19,0.0,0,0.0389,[99],"[118, 46509]"
261274,A Flower,1971-01-01,['DK'],da,8,4.5,17,0.1084,[18],[]
258769,One of Those Things,1971-01-22,['DK'],da,82,0.0,0,0.2888,[18],[235]
315506,Why Do They Do It?,1971-01-29,['DK'],da,90,5.7,9,0.3184,[99],[2379]
187240,It’s All Up With Auntie,1971-02-08,['DK'],da,89,4.3,3,0.5579,"[18, 35]",[48094]
1435688,Borgerlig lykke,1971-02-17,['DK'],da,0,0.0,0,0.4121,[18],[253633]
1436769,En hjertegribende historie,1971-02-19,['DK'],da,0,0.0,0,0.447,[],[253997]
1436756,En mand,1971-02-19,['DK'],da,0,0.0,0,0.0168,[],[24737]
379351,Dear Irene,1971-02-26,['DK'],da,102,4.3,3,0.254,[18],[235]
36700,Benny's Bathtub,1971-03-06,['DK'],da,41,7.115,13,0.9275,"[16, 35]",[55867]
52549,Our Home Is Our Castle,1971-03-07,['DK'],da,102,6.6,7,1.8377,"[10751, 35]",[235]
1428972,Revolutionen i vandkanten,1971-03-22,['DK'],da,0,1.0,1,0.7267,[35],"[3676, 252434]"
85279,"Where Is the Body, Moeller?",1971-03-22,['DK'],da,87,5.7,3,0.2446,"[80, 35]",[4294]
389033,Are You Afraid?,1971-03-26,['DK'],da,91,0.0,0,0.0651,[99],[108164]
286503,Hjemme hos William,1971-03-28,['DK'],da,0,6.0,2,0.7666,[18],[42155]
357323,"I morgen, min elskede",1971-04-16,['DK'],da,0,6.0,2,0.7715,[18],[62267]
73171,Desertøren,1971-04-16,['DK'],da,86,5.3,3,0.771,[18],[3676]
285212,Skæve dage i Thy,1971-05-11,['DK'],da,0,5.7,3,0.5248,"[10402, 99]","[9369, 146802]"
1240065,Nadveren,1971-05-15,['DK'],da,0,0.0,0,0.1411,[18],[]
1179950,Tykke Olsen,1971-05-20,['DK'],da,0,0.0,0,0.6292,[18],[119]
344834,Collective Marriage,1971-06-09,['DK'],da,82,0.0,0,0.1823,[18],[]
456969,Narko - en film om kærlighed,1971-06-27,['DK'],da,0,6.0,2,0.1733,[18],[235]
455501,Tjærehandleren,1971-08-12,['DK'],da,97,6.0,3,0.2255,[80],[89755]
19651,Father of Four: In High Spirits,1971-08-13,['DK'],da,96,4.9,4,0.4691,"[35, 10751]",[20722]
367594,Med kærlig hilsen,1971-08-19,['DK'],da,0,6.0,2,0.5437,[35],"[13319, 29587]"
275010,Swedish Fly Girls,1971-08-20,['DK'],da,100,5.2,5,3.1414,[18],"[24737, 24738]"
46722,Gold for the Tough Guys of the Prairie,1971-08-29,['DK'],da,101,5.3,6,0.3169,"[35, 37]",[4294]
24958,Bedside Dentist,1971-09-03,['DK'],da,97,4.813,8,0.7862,"[10749, 35]",[2379]
709489,Søndagen og Benny,1971-09-26,['DK'],da,0,7.0,1,0.338,[],[]
11390,The Olsen Gang in Jutland,1971-10-08,['DK'],da,96,7.029,52,5.1015,"[10751, 35, 80]",[235]
49710,Kid Gang on the Go,1971-10-15,['DK'],da,105,5.9,6,0.1774,"[35, 10751]",[12530]
72430,The Missing Clerk,1971-10-29,['DK'],da,102,7.222,9,1.7195,"[18, 35]",[47107]
1179760,Pelsen,1971-10-30,['DK'],da,0,0.0,0,0.2957,[18],[119]
438988,Slaves in Cages,1971-11-26,['DK'],da,78,0.0,0,0.3893,[80],[86101]
206019,Johnny Cash in Copenhagen,1971-11-26,['DK'],da,60,10.0,1,0.1378,"[10402, 99]",[171115]
424166,Rundt om Selma,1971-12-19,['DK'],da,0,7.0,1,0.6997,[],[]
291253,The Woolen Stocking Peddler,1971-12-26,['DK'],da,84,8.0,2,0.2643,[18],[29165]
102219,Hovedjægerne,1971-12-26,['DK'],da,89,6.5,2,0.6677,[35],[8658]
1177951,Instalment,1972-01-01,['DK'],da,7,0.0,0,0.0071,[16],"[46509, 118, 154381]"
692470,Homosexuals,1972-01-01,['DK'],da,23,0.0,0,0.1033,[99],[132101]
254728,Life in Denmark,1972-01-31,['DK'],da,37,8.0,2,1.9728,[99],"[94781, 118, 46509]"
604224,Three Girls and a Pig,1972-02-04,['DK'],da,96,3.0,1,0.0388,[],[]
102544,How to Behave in a Fourposter Bed,1972-02-04,['DK'],da,85,5.6,5,4.3053,[35],[4294]
85281,"Lenin, You Rascal, You",1972-02-15,['DK'],da,98,4.2,4,0.4542,[35],[20722]
1436229,Tårnet,1972-02-18,['DK'],da,0,0.0,0,0.0281,[10402],[165917]
24954,Bedside Head,1972-03-03,['DK'],da,92,4.5,8,0.7028,[35],[2379]
1179747,Laila Løvehjerte,1972-03-26,['DK'],da,0,0.0,0,2.4339,[18],[119]
597673,Operation Kirsebærsten,1972-03-28,['DK'],da,0,0.0,0,0.0143,[10751],[]
1179833,Solens børn,1972-08-27,['DK'],da,0,0.0,0,2.9623,[18],[119]
324198,Præsten i Vejlby,1972-09-11,['DK'],da,92,7.5,2,0.7911,[18],"[9369, 48028]"
176606,"Oh, to Be on the Bandwagon!",1972-09-12,['DK'],da,93,5.875,8,0.9588,[18],"[108164, 235]"
24953,Bedside Highway,1972-09-15,['DK'],da,100,4.7,7,0.5574,[35],[2379]
774232,"Palestine - Denmark, Same Struggle",1972-10-01,['DK'],da,40,0.0,0,0.2072,[99],"[97113, 81028]"
15498,The Olsen Gang's Big Score,1972-10-06,['DK'],da,99,6.83,56,2.7372,"[10751, 35, 80]",[235]
379343,Dangerous Kisses,1972-10-07,['DK'],da,82,7.0,2,0.4003,[18],[3676]
751889,Familien med de 100 børn,1972-10-13,['DK'],da,0,0.0,0,0.0,[10751],[]
358335,Nu går den på Dagmar,1972-10-23,['DK'],da,0,10.0,1,0.66,[35],[48094]
1042755,The World of Jerry Lewis,1972-11-09,['DK'],da,40,0.0,0,0.0,[99],[]
692482,The Feelings Are the Same,1972-12-11,['DK'],da,42,1.0,1,0.0815,[99],[24737]
1199678,"Smile, Man!",1972-12-15,['DK'],da,71,0.0,0,1.4133,[10751],"[47143, 154381, 119]"
72144,The Man from Swan Farm,1972-12-15,['DK'],da,83,6.5,3,1.551,"[10751, 35]",[4294]
1389669,Tove Ditlevsen – jeg har altid villet alting,1973-01-01,['DK'],da,0,0.0,0,0.0143,"[99, 10770]",[119]
1052905,Lillebror luk porten - Karel Kryls sange,1973-01-01,['DK'],da,0,0.0,0,0.0256,[10402],[]
711344,Alfred,1973-01-01,['DK'],da,0,6.0,1,0.1021,[],[]
212242,Erasmus Montanus,1973-01-01,['DK'],da,85,6.0,1,0.4412,[18],[119]
47141,The Hash Tree,1973-01-01,['DK'],da,92,2.0,1,2.1114,[18],[42155]
24956,Bedside Romance,1973-01-01,['DK'],da,103,4.5,8,1.0404,"[35, 10749]",[2379]
224510,På'en igen Amalie,1973-02-16,['DK'],da,0,5.7,3,0.4988,[35],[12530]
1436760,Den lille hvide ged,1973-02-23,['DK'],da,0,0.0,0,0.0723,[],[81926]
1179568,Don Juan,1973-03-04,['DK'],da,0,0.0,0,0.8521,[18],[119]
534542,In Your Dad's Pocket,1973-03-21,['DK'],da,77,6.0,1,1.2414,"[10751, 18]",[108164]
121533,"Lars Ole, 5c.",1973-03-26,['DK'],da,87,6.1,12,2.3489,[18],"[64851, 28763]"
325967,The Escape,1973-03-28,['DK'],da,99,5.4,7,0.4476,"[18, 80]",[9327]
1179806,Slap af,1973-04-26,['DK'],da,0,0.0,0,0.5814,[18],[119]
1421397,Idiot Sara,1973-05-04,['DK'],da,31,0.0,0,0.0261,[99],[]
1088889,LEGO Vacation 1973,1973-05-14,['DK'],da,1,0.0,0,0.0071,[16],[]
462034,Journey to the Moon,1973-05-16,['DK'],da,6,8.0,2,0.0071,[16],[]
554451,The Executioner,1973-05-17,['DK'],da,35,0.0,0,0.1389,[18],"[46509, 118]"
56873,Solstik på badehotellet,1973-08-24,['DK'],da,81,4.5,4,1.0057,"[35, 10751]",[48094]
54611,Fætrene på Torndal,1973-09-07,['DK'],da,0,4.4,6,0.7738,"[10751, 35]",[4294]
15499,The Olsen Gang Runs Amok,1973-10-05,['DK'],da,100,6.861,54,3.5444,"[10751, 35, 80]",[235]
357271,I Adams verden,1973-10-21,['DK'],da,0,6.0,1,0.6304,[18],[42155]
297453,The Hour of Parting,1973-11-09,['DK'],da,79,7.0,2,0.1652,[53],[8229]
456907,Revykøbing kalder,1973-11-23,['DK'],da,0,10.0,1,1.5528,[10402],[20722]
46714,Me and the Mafia,1973-12-14,['DK'],da,93,6.0,9,1.0899,"[35, 10751]",[12530]
1392297,Det er godt at have sin egen konto,1974-01-01,['DK'],da,0,0.0,0,0.0778,"[99, 10770]",[119]
1389612,Gå i kloster,1974-01-01,['DK'],da,0,0.0,0,0.0,"[99, 10770]",[119]
558312,Dušan Makavejev,1974-01-01,['DK'],da,28,0.0,0,0.1266,[99],"[119, 46509]"
390456,Klaus Rifbjerg,1974-01-01,['DK'],da,22,5.0,5,0.6379,[99],"[94781, 118, 46509]"
1179920,Tilløkke Herbert!,1974-01-22,['DK'],da,0,0.0,0,2.478,[18],[119]
187328,Den kyske levemand,1974-02-07,['DK'],da,0,5.5,2,3.5122,[35],[62056]
270089,Rapportpigen,1974-02-11,['DK'],da,0,4.5,4,0.139,[18],[48066]
356843,Et dukkehjem,1974-04-14,['DK'],da,0,10.0,1,0.5788,[18],[42155]
331614,Syg og Munter,1974-04-25,['DK'],da,0,0.0,0,0.6716,"[35, 10770, 18]",[119]
511684,The Misanthrope,1974-05-10,['DK'],da,115,6.0,1,1.5515,"[35, 10770]","[119, 102098]"
1179545,Den stjålne brud,1974-05-30,['DK'],da,0,0.0,0,0.1268,"[18, 10770]","[119, 118]"
1210115,Hitler Superstar,1974-06-03,['DK'],da,0,10.0,1,0.0474,"[10402, 35, 10770]",[119]
986305,Femø 1971,1974-06-04,['DK'],da,34,0.0,0,0.095,[99],[]
125889,Stars and the Water Carriers,1974-08-14,['DK'],da,91,6.5,4,0.1921,[99],[]
57906,Nineteen Red Roses,1974-08-17,['DK'],da,99,7.4,5,0.9226,"[80, 53]","[3677, 9326]"
56863,Pigen og drømmeslottet,1974-09-20,['DK'],da,0,5.0,3,0.1502,"[10751, 35, 10749, 18]",[4294]
61297,"Me, Too, in the Mafia",1974-09-26,['DK'],da,91,5.5,4,0.7844,[35],[12530]
12269,The Last Exploits of the Olsen Gang,1974-10-04,['DK'],da,96,7.192,52,3.7456,"[10751, 35, 80]",[235]
415022,Prins Piwi,1974-10-09,['DK'],da,91,10.0,2,0.0429,"[16, 10751]",[81205]
56857,Nøddebo præstegård,1974-11-22,['DK'],da,0,5.4,7,1.6859,"[10751, 35, 18]",[29165]
103754,Jullerup Færgeby,1974-12-01,['DK'],da,0,8.0,2,0.9338,[],[119]
1277490,Gas,1975-01-01,['DK'],da,40,0.0,0,0.0143,[10402],[171115]
1190230,Andersen hos fotografen,1975-01-01,['DK'],da,13,0.0,0,0.0379,[99],[]
854390,The Fiddler's Rearview Mirror,1975-01-01,['DK'],da,18,0.0,0,0.1971,[99],[]
33933,The Goldcabbage Family,1975-01-01,['DK'],da,0,5.5,6,1.473,"[35, 80, 10751]",[20722]
252741,Bertram og Lisa,1975-01-02,['DK'],da,0,6.5,2,0.7518,[18],[119]
252740,Anne og Paul,1975-01-04,['DK'],da,0,6.5,2,0.0897,[18],[119]
280014,Per,1975-01-22,['DK'],da,107,6.0,5,1.298,"[18, 80]",[9327]
204073,Leave Us Alone,1975-02-03,['DK'],da,82,6.1,10,0.5524,[18],[]
1423147,White man's seed,1975-02-05,['DK'],da,32,0.0,0,0.2899,[99],[161848]
56878,The Son from Vingaarden,1975-02-10,['DK'],da,93,4.0,5,1.2374,"[10751, 18, 35]",[29165]
1179725,Fader min,1975-02-12,['DK'],da,0,0.0,0,0.5432,[18],[119]
1436777,Hendes verden,1975-02-19,['DK'],da,0,0.0,0,0.2236,[],[107412]
259193,"Take It Like a Man, Ma'am!",1975-03-24,['DK'],da,96,5.8,4,0.1317,"[14, 35, 10751]",[54047]
1178094,Brudstykker af en landsbydegns dagbog,1975-04-27,['DK'],da,0,0.0,0,0.4547,[18],[119]
254735,Good and Evil,1975-05-26,['DK'],da,80,5.4,5,0.4172,[99],"[94781, 118]"
95491,Violets Are Blue,1975-06-02,['DK'],da,120,5.7,7,0.0516,[18],[47]
1274560,Med i ræset,1975-07-19,['DK'],da,0,0.0,0,0.0,[],[]
37549,Bejleren - en jysk røverhistorie,1975-08-08,['DK'],da,101,7.5,2,0.688,[18],[]
33940,Girls at Arms,1975-08-20,['DK'],da,110,5.6,7,1.9687,[35],[4294]
330054,Only the Truth,1975-08-22,['DK'],da,93,6.0,2,0.6067,"[18, 80]",[9327]
255985,The Seventies People,1975-09-24,['DK'],da,127,0.0,0,0.0352,"[99, 18]",[119]
11391,The Olsen Gang on the Track,1975-09-26,['DK'],da,100,7.245,51,1.0718,"[10751, 35, 80]",[235]
692502,No Chief Is Good Enough,1975-10-03,['DK'],da,56,4.0,1,0.1556,[18],[82870]
1178036,Anne Sophie Hedvig,1975-10-05,['DK'],da,0,0.0,0,0.301,[18],[119]
1111316,Flere Atomkraftvaerker,1975-11-30,['DK'],da,48,0.0,0,0.124,[99],[161848]
372557,Lovely Is the Blue Sky,1975-12-08,['DK'],da,43,0.0,0,0.0256,[99],[69948]
1211400,Cobra et après,1975-12-11,['DK'],da,54,0.0,0,0.1865,[99],[30651]
155725,Da Svante forsvandt,1975-12-12,['DK'],da,83,10.0,1,0.1735,"[35, 10402, 18]",[48007]
851191,Superfos Glasuld – et isoleret tilfælde,1976-01-01,['DK'],da,0,6.0,1,2.8629,"[35, 80, 10751]",[235]
33349,Julefrokosten,1976-01-01,['DK'],da,87,5.7,7,0.6118,[35],[42078]
251707,That Brief Summer,1976-01-23,['DK'],da,0,6.0,6,1.1804,[18],[9327]
24934,Jumpin' at the Bedside,1976-01-28,['DK'],da,98,5.3,9,2.251,"[35, 10749]",[2379]
33425,Could We Maybe,1976-02-16,['DK'],da,93,6.2,15,0.5223,"[10749, 18]","[165, 9369]"
52596,Flaming Fire Chief,1976-02-20,['DK'],da,84,3.8,6,0.9829,[35],[20722]
1179714,En ægtemand,1976-03-02,['DK'],da,0,0.0,0,0.1013,[18],[119]
330074,Hjerter er trumf,1976-03-19,['DK'],da,0,6.5,2,0.7668,[18],[9327]
368217,Normannerne,1976-04-01,['DK'],da,0,10.0,1,0.3083,[18],[9327]
252747,Den dobbelte mand,1976-04-19,['DK'],da,91,10.0,1,0.1857,"[18, 80]",[165]
1226037,An Oppressed People Is Always Right,1976-05-31,['DK'],da,44,7.0,1,0.0493,[99],[82870]
